num_tubes,num_colors,seed,algoritmo,nodos_expandidos,nodos_en_memoria_max,tiempo_seg,tiempo_total,profundidad_solucion,solved,error
6,3,6,DFS,11,29,0.0035202503204345703,0.003531217575073242,10,True,
6,3,6,A*_h1,10,29,0.013051033020019531,0.013063430786132812,8,True,
6,3,6,A*_h2,13,36,0.0053479671478271484,0.005362033843994141,7,True,
6,3,6,A*_h3,18,40,0.008106231689453125,0.008121013641357422,9,True,
6,3,7,BFS,242,254,0.09897303581237793,0.09908843040466309,8,True,
6,3,7,DFS,11,30,0.004309177398681641,0.004323244094848633,10,True,
6,3,7,A*_h1,10,23,0.015960216522216797,0.0159759521484375,8,True,
6,3,7,A*_h2,11,25,0.0052301883697509766,0.005244731903076172,8,True,
6,3,7,A*_h3,14,32,0.008208990097045898,0.0082244873046875,9,True,
6,3,8,BFS,106,120,0.06329464912414551,0.06334257125854492,7,True,
6,3,8,DFS,11,36,0.0037124156951904297,0.0037245750427246094,10,True,
6,3,8,A*_h1,9,21,0.014636754989624023,0.01464986801147461,7,True,
6,3,8,A*_h2,13,28,0.007065296173095703,0.0070781707763671875,7,True,
6,3,8,A*_h3,9,20,0.0036492347717285156,0.003657817840576172,7,True,
6,3,9,BFS,160,160,0.08813977241516113,0.08818817138671875,7,True,
6,3,9,DFS,11,30,0.0035371780395507812,0.003548145294189453,10,True,
6,3,9,A*_h1,9,19,0.011609077453613281,0.011618375778198242,7,True,
6,3,9,A*_h2,8,17,0.0031659603118896484,0.0031740665435791016,7,True,
6,3,9,A*_h3,9,18,0.0035028457641601562,0.0035114288330078125,7,True,
6,4,0,BFS,404,410,0.13599348068237305,0.13622188568115234,12,True,
6,4,0,DFS,15,34,0.004667520523071289,0.004687786102294922,14,True,
6,4,0,A*_h1,24,55,0.028178930282592773,0.028208255767822266,12,True,
6,4,0,A*_h2,41,97,0.016132116317749023,0.016161441802978516,12,True,
6,4,0,A*_h3,16,46,0.006552934646606445,0.006574869155883789,12,True,
6,4,1,BFS,774,776,0.26026463508605957,0.26047229766845703,13,True,
6,4,1,DFS,20,52,0.006512165069580078,0.00652766227722168,19,True,
6,4,1,A*_h1,27,76,0.031016826629638672,0.031043052673339844,16,True,
6,4,1,A*_h2,105,273,0.04194378852844238,0.042062997817993164,14,True,
6,4,1,A*_h3,16,40,0.006353616714477539,0.006368875503540039,14,True,
6,4,2,BFS,267,274,0.09697270393371582,0.09705138206481934,11,True,
6,4,2,DFS,13,34,0.004332065582275391,0.004343748092651367,12,True,
6,4,2,A*_h1,23,62,0.027419328689575195,0.027443408966064453,11,True,
6,4,2,A*_h2,35,111,0.014113426208496094,0.014147758483886719,11,True,
6,4,2,A*_h3,13,33,0.005021572113037109,0.005034685134887695,11,True,
6,4,3,BFS,266,270,0.08948040008544922,0.08954501152038574,10,True,
6,4,3,DFS,13,34,0.003989458084106445,0.00400090217590332,12,True,
6,4,3,A*_h1,17,39,0.01707601547241211,0.0170896053314209,11,True,
6,4,3,A*_h2,27,89,0.010561943054199219,0.010587453842163086,10,True,
6,4,3,A*_h3,13,27,0.004431486129760742,0.004441738128662109,11,True,
6,4,4,BFS,264,268,0.08468174934387207,0.08474969863891602,11,True,
6,4,4,DFS,13,37,0.0038895606994628906,0.0039014816284179688,12,True,
6,4,4,A*_h1,16,38,0.015799522399902344,0.01581430435180664,11,True,
6,4,4,A*_h2,31,87,0.012076854705810547,0.01210331916809082,11,True,
6,4,4,A*_h3,13,35,0.00496363639831543,0.0049762725830078125,11,True,
6,4,5,BFS,482,484,0.1568145751953125,0.1569375991821289,12,True,
6,4,5,DFS,16,34,0.004961252212524414,0.004972219467163086,15,True,
6,4,5,A*_h1,20,41,0.017547130584716797,0.017561674118041992,12,True,
6,4,5,A*_h2,36,79,0.012961626052856445,0.012985706329345703,12,True,
6,4,5,A*_h3,16,37,0.005872249603271484,0.005885601043701172,12,True,
6,4,6,BFS,221,224,0.07191109657287598,0.07197165489196777,9,True,
6,4,6,DFS,13,32,0.004101276397705078,0.004113435745239258,12,True,
6,4,6,A*_h1,12,29,0.011713504791259766,0.011726140975952148,10,True,
6,4,6,A*_h2,16,49,0.006217002868652344,0.006233930587768555,9,True,
6,4,6,A*_h3,12,29,0.004651308059692383,0.004663228988647461,10,True,
6,4,7,BFS,480,483,0.16944289207458496,0.16959047317504883,13,True,
6,4,7,DFS,18,53,0.0059661865234375,0.005984306335449219,17,True,
6,4,7,A*_h1,33,74,0.03550410270690918,0.03553175926208496,14,True,
6,4,7,A*_h2,87,193,0.03506660461425781,0.03512382507324219,13,True,
6,4,7,A*_h3,16,38,0.006163120269775391,0.006177425384521484,14,True,
6,4,8,BFS,537,538,0.18271327018737793,0.18287205696105957,13,True,
6,4,8,DFS,17,35,0.005163669586181641,0.005176067352294922,16,True,
6,4,8,A*_h1,21,58,0.022479534149169922,0.022500276565551758,14,True,
6,4,8,A*_h2,51,144,0.02057337760925293,0.020617008209228516,13,True,
6,4,8,A*_h3,19,41,0.007416248321533203,0.007430315017700195,14,True,
6,4,9,BFS,131,133,0.04462003707885742,0.04465651512145996,9,True,
6,4,9,DFS,13,30,0.004065990447998047,0.004076719284057617,12,True,
6,4,9,A*_h1,24,46,0.026761770248413086,0.0267794132232666,10,True,
6,4,9,A*_h2,12,33,0.004762172698974609,0.0047740936279296875,9,True,
6,4,9,A*_h3,12,26,0.004637241363525391,0.004647254943847656,10,True,
7,3,0,BFS,576,578,0.3152456283569336,0.31548404693603516,10,True,
7,3,0,DFS,13,36,0.00552821159362793,0.005541801452636719,12,True,
7,3,0,A*_h1,14,35,0.02850651741027832,0.02852034568786621,10,True,
7,3,0,A*_h2,27,74,0.01556539535522461,0.015605688095092773,10,True,
7,3,0,A*_h3,16,43,0.009707212448120117,0.009721994400024414,10,True,
7,3,1,BFS,186,193,0.09327816963195801,0.09332799911499023,7,True,
7,3,1,DFS,12,32,0.0049784183502197266,0.0049898624420166016,11,True,
7,3,1,A*_h1,10,24,0.01905059814453125,0.019062280654907227,7,True,
7,3,1,A*_h2,10,23,0.005308628082275391,0.005318403244018555,7,True,
7,3,1,A*_h3,13,33,0.007443904876708984,0.0074558258056640625,8,True,
7,3,2,BFS,88,89,0.0437922477722168,0.04382038116455078,6,True,
7,3,2,DFS,10,31,0.0043795108795166016,0.0043909549713134766,9,True,
7,3,2,A*_h1,13,29,0.03310894966125488,0.03312206268310547,7,True,
7,3,2,A*_h2,10,23,0.005654573440551758,0.0056645870208740234,6,True,
7,3,2,A*_h3,13,23,0.008228778839111328,0.008239269256591797,7,True,
7,3,3,BFS,37,38,0.018788814544677734,0.01880192756652832,5,True,
7,3,3,DFS,8,19,0.0032215118408203125,0.003229856491088867,7,True,
7,3,3,A*_h1,6,12,0.011963605880737305,0.011972427368164062,5,True,
7,3,3,A*_h2,6,12,0.0030121803283691406,0.003020048141479492,5,True,
7,3,3,A*_h3,7,13,0.0035691261291503906,0.003576517105102539,5,True,
7,3,4,BFS,187,187,0.09639811515808105,0.09644746780395508,9,True,
7,3,4,DFS,13,30,0.005448818206787109,0.005460023880004883,12,True,
7,3,4,A*_h1,10,22,0.019093036651611328,0.01910400390625,9,True,
7,3,4,A*_h2,13,30,0.0070343017578125,0.007046937942504883,9,True,
7,3,4,A*_h3,15,32,0.008614301681518555,0.008626222610473633,9,True,
7,3,5,BFS,687,690,0.3706779479980469,0.37089037895202637,9,True,
7,3,5,DFS,16,47,0.006882905960083008,0.006898641586303711,15,True,
7,3,5,A*_h1,13,35,0.02651381492614746,0.026528120040893555,10,True,
7,3,5,A*_h2,14,39,0.007597923278808594,0.007611989974975586,9,True,
7,3,5,A*_h3,39,85,0.025240182876586914,0.02526688575744629,11,True,
7,3,6,BFS,198,198,0.09888243675231934,0.09893584251403809,7,True,
7,3,6,DFS,11,31,0.0044476985931396484,0.004459857940673828,10,True,
7,3,6,A*_h1,10,29,0.022034406661987305,0.022048473358154297,8,True,
7,3,6,A*_h2,13,36,0.007413625717163086,0.007428884506225586,7,True,
7,3,6,A*_h3,34,64,0.02306652069091797,0.02308797836303711,9,True,
7,3,7,BFS,328,343,0.17487001419067383,0.17506861686706543,8,True,
7,3,7,DFS,11,32,0.004536867141723633,0.004549741744995117,10,True,
7,3,7,A*_h1,10,23,0.019490957260131836,0.019504308700561523,8,True,
7,3,7,A*_h2,11,25,0.005978584289550781,0.0059909820556640625,8,True,
7,3,7,A*_h3,14,32,0.008630514144897461,0.008643150329589844,9,True,
7,3,8,BFS,126,144,0.06572461128234863,0.06576967239379883,7,True,
7,3,8,DFS,11,36,0.0045812129974365234,0.004594564437866211,10,True,
7,3,8,A*_h1,9,21,0.017688274383544922,0.01769852638244629,7,True,
7,3,8,A*_h2,13,28,0.00719904899597168,0.007210731506347656,7,True,
7,3,8,A*_h3,9,20,0.004795074462890625,0.004803895950317383,7,True,
7,3,9,BFS,203,203,0.10272550582885742,0.10278177261352539,7,True,
7,3,9,DFS,11,32,0.0045697689056396484,0.004581451416015625,10,True,
7,3,9,A*_h1,9,19,0.01712799072265625,0.017137527465820312,7,True,
7,3,9,A*_h2,8,17,0.0039637088775634766,0.00397181510925293,7,True,
7,3,9,A*_h3,9,18,0.004613637924194336,0.004622459411621094,7,True,
7,4,0,BFS,1707,1725,0.8256180286407471,0.8261268138885498,12,True,
7,4,0,DFS,18,63,0.008291006088256836,0.008308649063110352,17,True,
7,4,0,A*_h1,24,61,0.05310535430908203,0.05312657356262207,12,True,
7,4,0,A*_h2,41,137,0.024056434631347656,0.024100303649902344,12,True,
7,4,0,A*_h3,19,58,0.01110076904296875,0.011121511459350586,13,True,
7,4,1,BFS,3061,3064,1.520853042602539,1.5232551097869873,13,True,
7,4,1,DFS,20,69,0.009059667587280273,0.009089946746826172,19,True,
7,4,1,A*_h1,30,95,0.06791496276855469,0.06796932220458984,16,True,
7,4,1,A*_h2,105,391,0.06432318687438965,0.06459212303161621,14,True,
7,4,1,A*_h3,25,68,0.016130447387695312,0.01615762710571289,15,True,
7,4,2,BFS,895,922,0.4378092288970947,0.43820810317993164,11,True,
7,4,2,DFS,15,51,0.00672602653503418,0.006742715835571289,14,True,
7,4,2,A*_h1,23,74,0.05043148994445801,0.050458669662475586,11,True,
7,4,2,A*_h2,35,116,0.02007770538330078,0.020112991333007812,11,True,
7,4,2,A*_h3,16,51,0.00901341438293457,0.009030818939208984,11,True,
7,4,3,BFS,723,729,0.3563652038574219,0.3565793037414551,10,True,
7,4,3,DFS,14,44,0.005999565124511719,0.006014347076416016,13,True,
7,4,3,A*_h1,17,49,0.03539705276489258,0.035416603088378906,11,True,
7,4,3,A*_h2,27,89,0.016318082809448242,0.01634669303894043,10,True,
7,4,3,A*_h3,16,44,0.008875846862792969,0.008890867233276367,11,True,
7,4,4,BFS,1046,1055,0.5233237743377686,0.523709774017334,11,True,
7,4,4,DFS,15,52,0.006708621978759766,0.006726503372192383,14,True,
7,4,4,A*_h1,16,50,0.03398489952087402,0.03400564193725586,11,True,
7,4,4,A*_h2,31,110,0.018728017807006836,0.01876235008239746,11,True,
7,4,4,A*_h3,17,53,0.010134696960449219,0.010152101516723633,12,True,
7,4,5,BFS,1776,1780,0.8778221607208252,0.8784306049346924,12,True,
7,4,5,DFS,15,48,0.006567239761352539,0.006582498550415039,14,True,
7,4,5,A*_h1,20,63,0.03950786590576172,0.03952956199645996,12,True,
7,4,5,A*_h2,36,125,0.02040243148803711,0.020439863204956055,12,True,
7,4,5,A*_h3,22,67,0.012836694717407227,0.012859106063842773,13,True,
7,4,6,BFS,664,672,0.3302335739135742,0.33042073249816895,9,True,
7,4,6,DFS,15,50,0.006834506988525391,0.0068511962890625,14,True,
7,4,6,A*_h1,12,40,0.0318295955657959,0.03184843063354492,10,True,
7,4,6,A*_h2,16,49,0.009278535842895508,0.009295463562011719,9,True,
7,4,6,A*_h3,15,46,0.008878231048583984,0.008894681930541992,10,True,
7,4,7,BFS,1643,1655,0.862389087677002,0.8629472255706787,13,True,
7,4,7,DFS,18,70,0.008249998092651367,0.008270263671875,17,True,
7,4,7,A*_h1,33,111,0.07172560691833496,0.07176327705383301,14,True,
7,4,7,A*_h2,87,297,0.053075313568115234,0.05318784713745117,13,True,
7,4,7,A*_h3,20,63,0.012079954147338867,0.012101888656616211,14,True,
7,4,8,BFS,2059,2061,1.0340912342071533,1.034848690032959,13,True,
7,4,8,DFS,18,54,0.008518695831298828,0.00853586196899414,17,True,
7,4,8,A*_h1,21,73,0.050972938537597656,0.05101299285888672,14,True,
7,4,8,A*_h2,51,192,0.03232097625732422,0.03240203857421875,13,True,
7,4,8,A*_h3,23,69,0.014334440231323242,0.014357328414916992,14,True,
7,4,9,BFS,396,402,0.23166561126708984,0.23185396194458008,9,True,
7,4,9,DFS,13,40,0.0058956146240234375,0.005910396575927734,12,True,
7,4,9,A*_h1,26,62,0.056854248046875,0.056877851486206055,10,True,
7,4,9,A*_h2,12,33,0.006987094879150391,0.007000446319580078,9,True,
7,4,9,A*_h3,16,40,0.00958251953125,0.0095977783203125,11,True,
7,5,0,BFS,847,854,0.38269805908203125,0.38298726081848145,16,True,
7,5,0,DFS,18,40,0.007596015930175781,0.0076100826263427734,17,True,
7,5,0,A*_h1,31,67,0.0441281795501709,0.044152259826660156,17,True,
7,5,0,A*_h2,110,232,0.05583596229553223,0.05590391159057617,16,True,
7,5,0,A*_h3,22,43,0.012429237365722656,0.012452840805053711,17,True,
7,5,1,BFS,1566,1570,0.7089204788208008,0.7096638679504395,16,True,
7,5,1,DFS,21,48,0.009421825408935547,0.00944066047668457,20,True,
7,5,1,A*_h1,31,75,0.048560380935668945,0.048589468002319336,17,True,
7,5,1,A*_h2,90,172,0.04471707344055176,0.044768571853637695,17,True,
7,5,1,A*_h3,18,49,0.009180307388305664,0.009196281433105469,16,True,
7,5,2,BFS,1651,1655,0.7533395290374756,0.7539334297180176,15,True,
7,5,2,DFS,21,65,0.009482145309448242,0.009500741958618164,20,True,
7,5,2,A*_h1,23,84,0.04114556312561035,0.041176557540893555,15,True,
7,5,2,A*_h2,46,181,0.025243282318115234,0.025298357009887695,15,True,
7,5,2,A*_h3,19,52,0.00976419448852539,0.009783267974853516,17,True,
7,5,3,BFS,401,417,0.18126726150512695,0.18139147758483887,12,True,
7,5,3,DFS,16,39,0.0068204402923583984,0.006834506988525391,15,True,
7,5,3,A*_h1,36,68,0.0481419563293457,0.048168182373046875,12,True,
7,5,3,A*_h2,27,77,0.015350818634033203,0.015375375747680664,12,True,
7,5,3,A*_h3,15,33,0.007401704788208008,0.007414102554321289,13,True,
7,5,4,BFS,1661,1665,0.7623074054718018,0.7630910873413086,17,True,
7,5,4,DFS,22,49,0.009037971496582031,0.009055137634277344,21,True,
7,5,4,A*_h1,43,105,0.06197524070739746,0.06201171875,18,True,
7,5,4,A*_h2,219,454,0.11380243301391602,0.11394381523132324,18,True,
7,5,4,A*_h3,23,65,0.011829137802124023,0.011860847473144531,19,True,
7,5,5,BFS,640,645,0.292935848236084,0.2933213710784912,11,True,
7,5,5,DFS,17,44,0.007109880447387695,0.0071258544921875,16,True,
7,5,5,A*_h1,16,54,0.027161121368408203,0.027183055877685547,13,True,
7,5,5,A*_h2,28,127,0.015148401260375977,0.015197992324829102,11,True,
7,5,5,A*_h3,16,32,0.007555961608886719,0.0075681209564208984,14,True,
7,5,6,BFS,698,702,0.3143324851989746,0.3146536350250244,13,True,
7,5,6,DFS,17,47,0.0075299739837646484,0.007547616958618164,16,True,
7,5,6,A*_h1,19,65,0.034993648529052734,0.03501772880554199,13,True,
7,5,6,A*_h2,162,383,0.11872982978820801,0.11899018287658691,13,True,
7,5,6,A*_h3,15,46,0.007684469223022461,0.0077016353607177734,13,True,
7,5,7,BFS,1626,1632,0.7103991508483887,0.7111983299255371,18,True,
7,5,7,DFS,27,56,0.011535882949829102,0.011553525924682617,23,True,
7,5,7,A*_h1,31,83,0.04491901397705078,0.04494881629943848,18,True,
7,5,7,A*_h2,277,607,0.13616561889648438,0.13636517524719238,18,True,
7,5,7,A*_h3,20,50,0.009982824325561523,0.009999990463256836,18,True,
7,5,8,BFS,1579,1589,0.7035207748413086,0.7045161724090576,16,True,
7,5,8,DFS,23,57,0.009980201721191406,0.010000467300415039,21,True,
7,5,8,A*_h1,36,100,0.06132769584655762,0.061363935470581055,17,True,
7,5,8,A*_h2,45,199,0.02670598030090332,0.026762008666992188,16,True,
7,5,8,A*_h3,21,49,0.010563850402832031,0.010580062866210938,17,True,
7,5,9,BFS,718,723,0.3200266361236572,0.32022595405578613,11,True,
7,5,9,DFS,18,59,0.007604837417602539,0.007621049880981445,17,True,
7,5,9,A*_h1,19,49,0.0267941951751709,0.02681112289428711,12,True,
7,5,9,A*_h2,29,115,0.01582050323486328,0.0158536434173584,11,True,
7,5,9,A*_h3,15,33,0.0069768428802490234,0.006987810134887695,13,True,
8,3,0,BFS,660,662,0.45888805389404297,0.4590883255004883,10,True,
8,3,0,DFS,13,36,0.0067844390869140625,0.006796836853027344,12,True,
8,3,0,A*_h1,14,35,0.039151906967163086,0.03916573524475098,10,True,
8,3,0,A*_h2,27,74,0.020281076431274414,0.020306110382080078,10,True,
8,3,0,A*_h3,16,43,0.01271820068359375,0.012732744216918945,10,True,
8,3,1,BFS,193,200,0.1262364387512207,0.12629270553588867,7,True,
8,3,1,DFS,12,32,0.006586790084838867,0.0065991878509521484,11,True,
8,3,1,A*_h1,10,24,0.027311325073242188,0.027322769165039062,7,True,
8,3,1,A*_h2,10,23,0.006974458694458008,0.006984710693359375,7,True,
8,3,1,A*_h3,13,33,0.01011204719543457,0.01012420654296875,8,True,
8,3,2,BFS,89,90,0.05570840835571289,0.05573868751525879,6,True,
8,3,2,DFS,10,32,0.0054476261138916016,0.0054590702056884766,9,True,
8,3,2,A*_h1,13,29,0.036896467208862305,0.03690838813781738,7,True,
8,3,2,A*_h2,10,23,0.006878852844238281,0.006888628005981445,6,True,
8,3,2,A*_h3,13,23,0.009743452072143555,0.009752750396728516,7,True,
8,3,3,BFS,37,38,0.02197718620300293,0.02198958396911621,5,True,
8,3,3,DFS,8,19,0.004113674163818359,0.004122018814086914,7,True,
8,3,3,A*_h1,6,12,0.015137195587158203,0.015144586563110352,5,True,
8,3,3,A*_h2,6,12,0.003896951675415039,0.003903627395629883,5,True,
8,3,3,A*_h3,7,13,0.00464177131652832,0.004658222198486328,5,True,
8,3,4,BFS,205,205,0.1369328498840332,0.1369917392730713,9,True,
8,3,4,DFS,13,30,0.006825923919677734,0.006836891174316406,12,True,
8,3,4,A*_h1,10,22,0.03069758415222168,0.030709505081176758,9,True,
8,3,4,A*_h2,13,30,0.010059356689453125,0.010073184967041016,9,True,
8,3,4,A*_h3,15,32,0.011766195297241211,0.011778831481933594,9,True,
8,3,5,BFS,784,787,0.5441725254058838,0.544409990310669,9,True,
8,3,5,DFS,16,47,0.010513067245483398,0.010533571243286133,15,True,
8,3,5,A*_h1,13,35,0.044797658920288086,0.04481387138366699,10,True,
8,3,5,A*_h2,14,39,0.010666131973266602,0.010681390762329102,9,True,
8,3,5,A*_h3,43,89,0.04528236389160156,0.0453190803527832,11,True,
8,3,6,BFS,205,205,0.1467757225036621,0.1468362808227539,7,True,
8,3,6,DFS,11,31,0.0058078765869140625,0.005819797515869141,10,True,
8,3,6,A*_h1,10,29,0.027542591094970703,0.027554988861083984,8,True,
8,3,6,A*_h2,13,36,0.008989334106445312,0.009002685546875,7,True,
8,3,6,A*_h3,38,68,0.03309488296508789,0.03311777114868164,9,True,
8,3,7,BFS,363,378,0.24378037452697754,0.2438967227935791,8,True,
8,3,7,DFS,11,32,0.005686044692993164,0.005697488784790039,10,True,
8,3,7,A*_h1,10,23,0.026396989822387695,0.026407241821289062,8,True,
8,3,7,A*_h2,11,25,0.007646799087524414,0.007656574249267578,8,True,
8,3,7,A*_h3,14,32,0.010763168334960938,0.010775089263916016,9,True,
8,3,8,BFS,132,151,0.08667373657226562,0.08672070503234863,7,True,
8,3,8,DFS,11,36,0.005799293518066406,0.005811452865600586,10,True,
8,3,8,A*_h1,9,21,0.024219512939453125,0.024229049682617188,7,True,
8,3,8,A*_h2,13,28,0.009409189224243164,0.00942087173461914,7,True,
8,3,8,A*_h3,9,20,0.006310224533081055,0.006319284439086914,7,True,
8,3,9,BFS,212,212,0.13888144493103027,0.13894081115722656,7,True,
8,3,9,DFS,11,32,0.005882978439331055,0.005894899368286133,10,True,
8,3,9,A*_h1,9,19,0.02334737777709961,0.02335643768310547,7,True,
8,3,9,A*_h2,8,17,0.005321025848388672,0.005329132080078125,7,True,
8,3,9,A*_h3,9,18,0.006071567535400391,0.006079673767089844,7,True,
8,4,0,BFS,3228,3256,2.19083571434021,2.1933562755584717,12,True,
8,4,0,DFS,18,67,0.011036157608032227,0.01106572151184082,17,True,
8,4,0,A*_h1,24,61,0.09224367141723633,0.0922703742980957,12,True,
8,4,0,A*_h2,41,137,0.033854007720947266,0.0339047908782959,12,True,
8,4,0,A*_h3,30,85,0.024812936782836914,0.024840116500854492,13,True,
8,4,1,BFS,6326,6331,4.511045694351196,4.515066385269165,13,True,
8,4,1,DFS,20,81,0.01245570182800293,0.012492179870605469,19,True,
8,4,1,A*_h1,30,96,0.10983991622924805,0.1098787784576416,16,True,
